text,bad/good
"Modi is honest and a direct politician, feels Obama: White House",0
3 militants killed as Army foils major infiltration bid in JK,0
Lakhan Bhaiyya Fake Encounter Case: Life term of 11 policemen suspended for 6 months,0
"Espionage racket: Arrested for spying, police custody of alleged ISI agent extended till Dec 10",0
Smriti Irani assures help to differently-abled Gurgaon girl,0
"Chennai floods: Some respite from rain, PM announces Rs 1000 crore in relief",0
Failure to pay TDS collected can attract 7-yr jail term: CBDT,0
"Chennai floods: Helpline numbers of zonal, taluk offices",0
Maharashra minister hints at action against sugar mills for failing to pay FRP,0
2002 hit-and-run case: Prosecution concludes arguments in Salman Khan,0
Maharashtra tourism dept mulls tax exemption on tickets if movie is shot in state,0
FIR filed against Digvijaya Singh,0
"Chennai floods: Food, water prices up, ATMs down",0
"Chennai reaches out: From crowdsourcing food, shelter to phone recharge offer",0
"At Dwarka temple, priests say ‘deeply hurt’ by caste row",0
Chennai floods: Thousands of people evacuated to safety,0
Centre launches ‘Accessible India Campaign’ for the differently-abled,0
Shani Temple row: Pankaja Munde justifies ban on women offering prayers inside temple,0
"Home Ministry Data: Tamil Nadu, West Bengal among worst-hit by natural disasters",0
Odisha: Centre seeks details of farmer deaths,0
"Janlokpal: Bhushan meets Hazare in Ralegan Siddhi, explains ‘flaws’ in Bill",0
Nitish Kumar: BJP not serious about Ram Temple,0
Thane builder suicide: Another NCP leader under police scanner,0
"Climate finance on agenda: Don’t shift responsibility on funds, India tells developed nations",0
Farmer suicides: Bombay HC asks Maharashtra to come up with long-term measures,0
Prepare ground  for building Ram Temple: RSS chief Mohan Bhagwat,0
Maneka Gandhi asks Law ministry to start registration of sex offenders,0
Censor Board should only certify films: Resul Pookutty,0
"Talk of truck carrying beef sparks clashes  in Palwal, several injured",0
Chennai floods: Over 200 health camps to check outbreak,0
Bureaucratic reshuffle: Government appoints 14 new joint secys,0
Hoshiarpur court issues summons to Ramdev,0
"Osmania university beef row: Meet Raja Singh, the BJP MLA who will ‘do anything to protect cows’",0
"Ludhiana hospital deaths: Death in the hands of God, docs tried their best, says Health Minister",0
"Two tea garden workers die due to ‘starvation’, panel finds ‘malnutrition’",0
US offers assistance for Chennai flood victims,0
"Despite harsh terms, Punjab’s poorest sections rely on loan sharks for moving abroad",0
Gujarat civic polls: 92-year-old Dahiben wins 10th term in a row from Ankleshwar,0
2002 Gujarat riots: CAT reserves verdict on ex-IPS officer’s petition against chargesheet on riots CDs,0
Chennai Floods: PIB removes PM Modi’s photo from website after proven fake,0
Chennai floods: The only way in — 1 train and then a 180-km road stretch,0
Surat: Congress makes inroads in Patel wards,0
"BJP on offensive with graft charges against Chidambaram, Chandy",0
Ripples in Paris after devastating floods in Chennai,0
Oppn joins hand as UP govt gears to take over Banke Bihari management,0
Wheelchair-bound author takes fight for NBT dues to PM Modi,0
Punjab govt is playing with Sikh emotions to divert attention from farmers’ suicides: Ravneet Singh Bittu,0
Fines levied by Information Commissioners remain on paper,0
"Gujarat civic polls: In Unjha, both Congress, BJP claim Independents’ support",0
Some relief for flooded Chennai as rain takes a break,0
Parliament has power to govern criteria to appoint judges: Govt,0
Bombay HC sets aside order on release of water to Ujani,0
Preparing for ’17 polls: Akhilesh to replace Mulayam in SP’s new jingle,0
"Gujarat local body polls: Congress has won despite losing, says Sena",0
"BJP seeks to meet EC officials, demand TMC be derecognised",0
Kerala Assembly offers support to rain-hit Chennai,0
"3 weeks, 600 soldiers: Hunt on for J&K militants in Kupwara forests",0
"After constables, CM makes it easy for S-I hopefuls —  50% in graduation not needed in UP",0
"Winter Session of Parliament: Congress relents on Selja, targets V K Singh",0
"Congress will boycott VK Singh speeches, BSP wanted him out of Rajya Sabha",0
Govt can look at corporatising state-run firms: PM Modi,0
Chennai airport to resume partial flight operations tomorrow,0
Haryana: Clash in Palwal over ‘beef’ in truck; CM Manohar Lal Khattar orders probe,0
Gujarat civic poll results a loud wake-up call for BJP,0
"Chennai rain: NDRF sends 20 more teams; rescues 10,000",0
India will lead the world in digital financial inclusion: Bill Gates,0
"Hyderabad: Police step in to stop ‘beef’, ‘pork’ fests at Osmania University",0
"Chennai flood photo row: Government expresses regret, says pictures were merged",0
Rajya Sabha paralysed as Opposition targets V K Singh again,0
"Loan to farmers: Akhilesh asks regional rural banks to disburse Rs 20,000 crore",0
Govt can look at corporatising state-run firms: PM Narendra Modi,0
7th Pay Commission: Fresh hope for realty demand,0
Rajya Sabha: Breach of privilege notice against BJD MP Jay Panda,0
Breaking Down News: Look Ahead in Anger,0
Chennai Floods: Fuel supply disrupted in rain-hit city,0
"Chennai hospital tragedy: Power failure caused deaths, say kin",0
Now Modi must listen to people’s mann ki baat: Assam CM Tarun Gogoi,0
Speaker pulls up Cong MP  Deepender Hooda,0
Lack of quorum leads to Lok Sabha getting adjourned for 30 mins,0
2002 hit-and-run case: Supreme Court’s no to cancellation of bail to Salman Khan,0
"Chennai floods: Centre sends 17 tonnes of snacks, 5,000 litres milk to Tamil Nadu",0
"1 jawan, 2 militants killed in Valley operation",0
"PIA pilot allows Imran Khan’s ex-wife Reham to sit in cockpit, faces probe",0
"Pollution check: Policy soon to scrap commercial vehicles above 10 years, says Gadkari",0
Swachh Bharat partnership with India one of the best: Bill Gates,0
Chennai grapples with flood aftermath,0
Government hands over 33 Netaji files to national archives,0
Youth charged with sedition for clicking pictures of crowded places,0
Chennai floods: 48 hours at the MIOT hospital where 18 died,0
"Gujarat Hooch deaths: Local BJP, Cong leaders under scanner",0
MPs to seek full central funding for TB control,0
Railways hikes fare for children from 5 to 12 years,0
"Women fighters in IAF just for five years, government tells House",0
Sena asks RSS chief Mohan Bhagwat to announce date of Ram temple construction,0
Country can only rise on strong pillars of states: PM Modi,0
"Congress encourages corruption, protects the tainted, says BJP",0
"5 Questions: Annual review of OROP should be restored, says Congress MP Deepender Hooda,",0
"Nagpur: ‘Kidney racket’ busted in Akola, two arrested",0
1984 anti-Sikh riots: Delhi court orders fresh probe against Jagdish Tytler,0
"Pay scale upgradation: SC to Army, you will lose your doctors",0
"Climate change conference: No breakthrough in Paris yet, all eyes on next week",0
Haryana: FIR against driver of truck carrying meat,0
"In Lok Sabha, MPs call for making judiciary accountable",0
Espionage racket: Retired armyman who fought in Kargil war held,0
23 lose vision after cataract surgeries at eye camp in MP,0
Haryana ‘disables’ its disability commissioner,0
"PM photo row: Govt expresses regret, says pictures were merged",0
"Flood-hit Chennai to get USD 75,000 assistance from Singapore",0
"After e-house hunting, here comes online  rent agreements",0
‘Fastest growing economy’: Nitish says was always confident of sustaining Bihar growth rate,0
Chad: Suspected Boko Haram triple suicide bomb attack kills at least 27,0
Chennai floods: The family that stood its ground,0
Chennai floods: AIADMK men paste Jaya stickers on flood relief material,0
Health ministry to send team to assess situation,0
Must stop Hindu fringe groups… like IS misusing Islam: Mehbooba Mufti,0
Gajendra Chauhan set to take charge at FTII from December 18,0
Day-time passenger flights to operate from Chennai tomorrow,0
"Chennai floods: Survived on bread, rain water, says MIOT patient",0
"Chennai floods: 400 more rescued, flown to Delhi, Hyderabad",0
A tale of two cities: The similar story of Mumbai and Chennai floods,0
LeT planning attacks in Delhi: Police,0
A night in the life of a Delhi police station: A DJ night,0
Espionage racket: Police nab school teacher from residence in Rajouri,0
Gujarat: Congress threatens agitation if govt doesn’t drop cases against Hardik Patel,0
"Vellappally Natesan floats new party, names it Bharath Dharma Jena Sena",0
"A tale of two cities: Kashmir, 2014- No report, no funds, no concrete plans",0
"Fasting Sikh activist, Surat Singh Khalsa, seen ‘feasting’ in viral video",0
"INTUC plenary session: Govt weakening labour laws, a few becoming billionaires, says Rahul Gandhi",0
"Panic in Guwahati after blasts hit Fancy Bazaar, 4 injured",0
Farooq Abdullah bats for greater autonomy to both Kashmirs,0
"Centre quick to grant relief to other states, but laid back when it comes to Northeast: Gogoi",0
Indo-Bangla land swap: The New Indians,0
Mufti responsible for all intolerance in J&K: Omar Abdullah,0
Stones age: The story of artisans at Ayodhya,0
"Schools, colleges to remain shut in Chennai; full-scale flight operations will resume tomorrow",0
JuD chief Hafiz Saeed slams Nawaz Sharif for meeting PM Modi,0
"PM Modi, President pay tribute to B R Ambedkar on his 60th death anniversary",0
"Sleepless in Chennai night, residents find home under flyovers, in flooded shelters",0
"They changed our city’s name without telling us, says residents of ‘Sambhaji (Vasco da Gama)’ city",0
CBI asked to hand over Chhota Rajan’s medicines to Tihar authorities,0
"T-24 in captivity: Tiger ‘Ustad’ unwell, to stay at Sajjangarh Park",0
Haryana govt to celebrate ‘Gita Jayanti Mahotsava’ from Dec 19,0
"Maharashtra affidavit in beef ban case: Culture bigger… just food habit can’t define minority, govt to Bombay HC",0
Students detained during CM visit; BJD MLA’s ‘human bomb’ comment sparks row,0
"Chennai floods: Rescue operations almost over, focus now on relief work",0
Private practitioners may face action for not reporting TB cases,0
Bear in Indore zoo euthanised,0
"Jharkhand CM offers soil from martyr’s grave to family, they reject it",0
"Govt asks Babus to do rock climbing, paragliding for better risk taking",0
"Dissatisfaction of workers evident, says Manmohan",0
Hyderabad: Fact-finding committee visits brick kiln where pregnant woman died,0
Winter Session: Govt to push for passage of GST Bill this week,0
Govt to reach out to NRIs for fund raising flagship projects,0
Urban flood unit mooted by expert panel yet to be set up,0
"Forest survey of India: Behind net gain, a loss of 2,500 sq km of best forests in two years, says report",0
Dabholkar’s son: Rijiju ‘misguided’ Parliament,0
All flights to resume from Chennai airport on Monday,0
"Climate talks head for final phase, India promises positivity",0
Chennai airport resumes commercial flight services,0
"Punish those who make communal statements, Islamic seminary tells Akhilesh",0
"Remembering Ambedkar: Govt making all efforts for inclusive India, says PM Modi",0
Happy that NDA has given Aadhaar a big push: Nilekani,0
Ambedkar shaped Constitution that united society: Amit Shah,0
"Muslims urge caution, Hindu seers pledge to revive Ram temple movement",0
"BJP lacks in ideology, could go to any extent: Assam CM Tarun Gogoi",0
Babri Masjid anniversary: Day of ‘victory’ and ‘sorrow’,0
Kerala government extends help to flood-hit Chennai,0
"Youth should draw inspiration from Ambedkar, says Mohan Bhagwat",0
"CJI Thakur backs Delhi odd-even car idea, says ‘Judges can carpool’",0
"In Punjab, 92 villages get to host their CM",0
"Kashmir separatists accuse Mehbooba, Farooq Abdullah of ‘slave mentality’",0
Narendra Modi will deliver on Ram temple promise: Praveen Togadia,0
"Crop burning fuelling glacier melt in Himalayas, says study",0
Opposition plays key role in democracy: Rajnath Singh,0
President bats for AYUSH centres at IITs,0
"32 Islamic State fighters dead in US-led Syria raids, Assad slams UK vote",0
Espionage case: Delhi Police arrests Armyman in alleged ISI-linked racket,0
"…In Maharashtra, a thirsty village waits for CM",0
Mahavira idol stolen from Bihar temple recovered 9 days later,0
Chennai floods: Coordination issues hinder relief work,0
Chennai Floods: City inches towards normalcy,0
"Given a chance, I will repeat order 50 times, 100 times: Ashok Khemka",0
"Direct Recruitment: Few of them elevated, MP advocates question the benchmark",0
Will ensure rich countries pay back: Prakash Javadekar,0
Indo-Pak NSA meet ‘grand betrayal’ by Modi govt: Congress,0
Govt inflating growth rate with dubious data: Sitaram Yechury,0
J&K: Unidentified gunmen injure four CRPF personnel,0
"Madhya Pradesh: Petlawad blast main accused dead, says Jhabua police",0
Kerala raises alarm over rising water level in Mullaperiyar dam,0
"German Bakery blast: Part of footage fabricated, says Defence",0
Kolkata Police raids suspected ISI agent’s residence,0
"Chennai: Water recedes, focus on rehabilitation of affected people",0
"7.2 magnitude earthquake jolts Tajikistan, tremors felt in Srinagar, NCR",0
"India, Pakistan break the ice off camera in Bangkok",0
Panel to summon Robert Vadra over land deal,0
"Watch: Massive landslide in Manali, National Highway blocked",0
Assam: BJP MLAs suspended for winter session,0
"Congress changes strategy, protests outside Parliament against Gen VK Singh",0
Difference between what Centre practises and preaches: Mayawati,0
Six dead after consuming illicit liquor in Andhra Pradesh,0
San Bernardino shooting investigation widens to Pakistan,0
Saving lives from Kashmir to Chennai: IAF’s big birds to the rescue,0
West Bengal: Toxic fumes kill 3 workers cleaning tannery tank,0
"National Herald case: BJP hails Delhi HC order, says nobody can ‘hide’ from law",0
Rs 200 cr central aid to be sought for floods: Puducherry CM,0
"Don’t sell fuel to bikers not wearing helmets, Cuttack police to tell pump owners",0
Tolerance must…no need to fear as long as judiciary is there: new CJI,0
7 booked for ‘offensive’ FB posts against Dilip Sanghani,0
"Madhesi leaders meet Sushma,  seek help to resolve crisis",0
CPI veteran A B Bardhan admitted to hospital in Delhi,0
Swachh Bharat mission: Dedicated joint secretary to handle initiative,0
Kerala govt has not used a single coin from any temple: Minister,0
"Farm Insurance: For speedy crop-loss settlement, IRDA mulls use of satellite technology",0
Digital India scheme to focus on health sector: Arvind Gupta,0
Odisha scrambles to fill govt vacancies in poorest district,0
"Court says no FIR against V K Singh, govt says he is ‘traumatised’ by attack",0
Harassment at workplace:  Jaitley say no to Maneka request on disclosure of probe panels,0
"B D Sharma, advocate of  tribal rights, passes away at 86",0
"At Pak’s Nankana Sahib, pilgrimage amid unprecedented security",0
NJAC struck down: MPs unite against judiciary’s  ‘slap on the face of the people’,0
Festival to promote Indian culture kicks off from today,0
Mullaperiyar dam: Tamil Nadu lifts seven shutters,0
He (Amarinder) makes lot of noise… wonder why Congress picked defeated general: Badal,0
GST slugfest: Coming a full circle,0
Relief for UP teachers as SC stays order quashing regularisation of Shiksha Mitras,0
"Out of loop on Indo-Pak talks, Congress grumbles",0
Coal scam: SC orders handing over of former CBI director Sinha’s visitors’ diary to panel,0
"Rajasthan to send Rs 6,400 crore smart city proposals to Centre",0
Chennai floods: IT executive’s desperate bid saves family,0
"Panel says bring CBI anti-graft wing, CVC under Lokpal, stop court-monitored probes",0
"Chennai floods: As calamity recedes, trauma takes over",0
"Elder brother to Nepal, not big brother: Sushma Swaraj",0
"Chennai floods: Students to homemakers, citizens take lead in relief operations",0
Anti-corruption bill sent to select committee,0
"Check acid sale, include victims in disability list, Supreme Court tells states",0
"Rahul Gandhi to visit rain-hit areas of Tamil Nadu, Puducherry",0
"MoS Sanjeev Balyan visits Muzaffarnagar prison, meets 2013 riot accused",0
Climate talks: Emission slowdown report shot in arm for Paris negotiators,0
"National Herald case: HC dismisses Sonia, Rahul’s pleas against summons; BJP hails decision",0
"Uniform civil code: SC refuses to interfere, won’t issue directive to Centre",0
"Haryana: Lokmanya Tilak Express collides with EMU at Palwal, driver dead",0
"External Affairs Minister Sushma Swaraj heads to Pakistan today, will meet Nawaz Sharif",0
AB Bardhan continues to remain critical,0
"5 question: Congress did nothing for Dalits, why play messiah now, ask BJP MP Udit Raj",0
Month-long Kupwara operation concludes,0
"Yoga joins race for UNESCO honour, ‘sport’ tag a hurdle",0
1993 Mumbai blasts case: Sanjay Dutt likely to walk out of jail early March,0
Govt takes in-principle decision to ban all construction on Ganga,0
Andhra Pradesh: ‘Spurious liquor’ kills six in Vijayawada,0
RBI Governor optimistic about passage of GST,0
