text,bad/good
Centre plans outreach: 36 Ministers will go to Jammu and Valley this week,0
PM Modi to Iran: India has strong interest in peace in Gulf region,0
Budget Session to commence on January 31,0
No documents will be asked or biometric taken for NPR: Home Ministry,0
Barrage on Tapi river to ensure uninterrupted water supply in Surat,0
"Devendra Fadnavis seeks tax exemption for Tanhaji, writes to CM",0
Jharkhand: Babulal Marandi’s JVM(P) set to merge with BJP,0
Irrigation scam: Final hearing on PILs seeking judicial probe on February 13,0
"Love jihad a reality, Christian women lured into IS trap: Kerala Church",0
Farm Pollution: Happy Seeder produces not-so-happy results on ground,0
Odisha announces steps to check distress migration from four districts,0
Surat: 11-yr-old boy suffers head injuries after leopard attacks him,0
"Shivaji’s epithet was Chhatrapati, ‘Jaanta Raja’ coined by Ramdas: Sharad Pawar on Udayanraje Bhosale jibe",0
"Without CID, Home will be department without eyes, ears, nose: Anil Vij",0
Price turnaround: These farmers aren’t crying,0
"As women sit-in continues, over 200 booked in Prayagraj",0
"IMD to revise reference dates for monsoon onset, withdrawal from this year",0
Brothers from UP ‘beaten to death’ in Surat,0
"Kerala, Bengal make it official, ask Registrar General to put NPR on hold",0
Tejashwi Yadav to start anti-CAA tour from Seemanchal,0
"Call from Kolkata maidan: Born here, will die here, we have no other country",0
Two Jadavpur University students ‘assaulted’ by BJP supporters,0
When farmers turn to play the market,0
Express journalist Chandan Haygunde wins Lokmat award,0
Delhi-Mumbai flight incident: Businessman gets 3-year jail for sexual abuse of child actor,0
Aaditya Thackeray meets Rahul Gandhi in Delhi,0
Won’t attend Centre’s NPR meet: Mamata Banerjee,0
CBI starts probe into illegal hotels in Patnitop,0
"Six BJP men booked for Gujarat slogan, 7 others for forcing shops to shut",0
Mobile Net partially restored in 5 Jammu districts,0
After Khemka’s letter: Haryana govt panel to probe grade certificate issued to IAS officer’s shooter son,0
"Facing Congress heat, Sanjay Raut withdraws ‘Indira Gandhi met Karim Lala’ remark",0
Sahitya Akademi awardee Dalip Tiwana critical,0
Pakistan again fails to raise Kashmir issue in UNSC; members say bilateral matter,0
Jharkhand: Soren govt takes to social media for quick solutions,0
"Eight coaches of Lokmanya Tilak Express derail near Cuttack, several injured",0
Will have to deal with terror like US did after 9/11 attacks: CDS Bipin Rawat,0
"Punjab: Amid power tariff row, Sunil Jakhar says ‘state law dept on case losing spree’",0
"In 2 years, Punjab withdraws 1800 cops from VIP security duty",0
Indira Gandhi used to visit Karim Lala: Sanjay Raut,0
Suspected LeT member moves bail plea in Supreme Court,0
"Chhattisgarh’s Congress govt challenges NIA Act, a UPA-era law",0
"France, US block China move on J&K at UNSC",0
MP: School principal suspended for distributing notebooks with Savarkar image,0
"Punjab Opposition mounts attack: Akalis want CBI probe, AAP seeks to move private member’s bill",0
"Punjab: SAD, BJP, AAP MLAs walkout of Assembly over ‘non-fulfilment’ of promises by Congress govt",0
"Maharashtra: Crop insurance fails in 10 districts, govt taps options for farm relief",0
"A curious case of two missing persons, two police reports and a missing service record",0
US-led Indo-Pacific bloc divisive: Russia minister,0
"Sans CID, Home will be without eyes, ears and nose: Anil Vij",0
"After book, beer bars named after Shivaji in eye of storm",0
1984 probe seems to have been to hush up cases: SIT,0
Rebel Puducherry Congress MLA suspended,0
New Citizenship Law: Protest meet in Surat village on Jan 17 gets permission,0
West Bengal: Passengers manhandle driver for not stopping train at station,0
"Dilip Ghosh re-elected Bengal BJP chief, to lead party in 2021 polls",0
"‘Why are PM, Home Minister silent on SP Davinder Singh’: Rahul Gandhi",0
"In Kerala’s conflict heartland, a Muslim Theyyam in a Hindu ritual",0
PMC Bank scam: SC stays HC order allowing shifting of HDIL promoters from jail to residence,0
"IUML’s two pleas in SC: Declare CAA unconstitutional, govt must clear stance on NRC, NPR",0
J&K: Section 144 imposed in Doda ahead of burial of slain Hizbul militant,0
"CBI books Adani Enterprises, 3 ex-NCCF officials for alleged irregularities in coal supply contract",0
Major differences among UN members over India’s permanent membership in UNSC: China,0
Lalu appears before CBI court in the fifth fodder scam case,0
AAP govt’s negligence behind delay in hanging of 2012 Delhi gangrape convicts: Prakash Javadekar,0
India to invite Pakistan PM Imran Khan for SCO summit in New Delhi,0
Kerala State Lottery Today Results announced: First prize is worth Rs 70 lakh!,0
Malaysia talks to India over palm curbs as wider trade spat looms: report,0
BJP rules out alliance with MNS over its stand on north Indians,0
States will have to implement CAA: Arjun Ram Meghwal,0
I am not just a rubber stamp: Kerala Guv miffed after state moves SC against CAA without his nod,0
MHA directs NIA to initiate process of investigating J&K DySP case,0
Himachal Pradesh IG suspended in Kotkhai custodial death case,0
2012 Delhi gangrape case: Court directs Tihar authorities to file report on status of scheduled execution of convicts,0
"Ahmedabad-Mumbai Tejas Express, IRCTC’s second train, to be flagged off on Jan 17",0
"Five Jaish men held, major attack averted ahead of R-Day: J&K Police",0
AGR case: Supreme Court rejects review petitions of telcos challenging its verdict,0
"Evening news briefing: India to invite Pak for SCO summit, Dhoni omitted from BCCI contract, and more",0
"Give us Delhi police for 2 days, we will hang Delhi 2012 gangrape convicts: Dy CM Sisodia",0
"BJP received Rs 3,650 crore during Lok Sabha polls",0
PM Narendra Modi: Indian way of life offers the world hope against hate,0
"‘Accidental firing’ from sub-inspector’s revolver: Family of deceased accepts body, cop booked",0
Chhattisgarh House ratifies Bill to extend SC/ST quota,0
Two held for attack on SFI students at Visva-Bharati,0
"Defence production: $26 billion turnover target by 2025, says Rajnath",0
PCI notice to Rajasthan govt over Ashok Gehlot remarks on ads,0
"MMRDA in talks with Canada pension fund to raise Rs 8,000 crore in return for 30-year ticket sales",0
Jesuit mission head warns CAA can be abused in Goa,0
First major bureaucratic rejig: Trusted aides of Fadnavis shown the door,0
"AICC gen secy backs Baghel govt move: NIA Act has undergone drastic change after amendment, says PL Punia",0
"Kerala: After Governor’s barbs, CM Pinarayi Vijayan says read Constitution",0
"Jharkhand: Domicile policy will change, says Shibu Soren",0
"To placate Congress, Sanjay Raut withdraws statement on Indira",0
IUML moves Supreme Court seeking stay on operationalising CAA,0
Agreement to settle Bru refugees in Tripura inked,0
Why fissures are appearing in DMK-Congress alliance in Tamil Nadu,0
Vadodara man dies while clearing kite from transformer,0
Don’t mix Census with NPR: Kerala warns officials,0
Vadodara: Man dies while clearing kite from transformer,0
CBI books Adani company for fraud in coal supply contract,0
"Gujarat: Ex-MLAs Council seeks pension, to fast on Jan 27 as ‘symbolic protest’",0
"Om Birla to lawmakers: Raise issues strongly, but with parliamentary dignity",0
"Will fight Bihar polls under Nitish, BJP-JD(U) tie unbreakable: Amit Shah",0
Nithyananda ashram case: Two ‘missing’ women file affidavit from 4th country,0
Karnataka cabinet expansion unlikely before Delhi polls,0
"Defence production: USD 26 bn turnover target by 2025, says Rajnath Singh",0
"Kerala: Three years on, police crack chilling double murder",0
Report: Drop in death sentences awarded by trial courts,0
Pakistan needs to do more on FATF: Gareth Bayley,0
Jammu and Kashmir: Vandalism after cops bar crowd at militant’s funeral,0
ACB arrests NC leader’s son over misappropriation of funds,0
"After one month of CAA protests, key question for both BJP, Oppn: Will protests percolate below the top soil?",0
"Congress says won’t tolerate, Raut withdraws remark about Indira meeting gangster",0
"Kashmir issue: China should seriously reflect, refrain from such action, says India",0
"India, US defend Indo-Pacific vision",0
President rejects plea to disqualify AAP MLA,0
SCO summit invite plan: India opens window to bilateral space with Pakistan,0
"CAA: After Kerala, Punjab Govt will seek House rejection today",0
"Mehul Choksi fraud: PNB itself victim, cannot be added as accused at this stage, says court",0
BJP rules out alliance with MNS over its stand on north Indians,0
Will do everything possible to lift farmers from poverty: CM Thackeray,0
Data Bill: Joint Select Committee seeks comparative reviews,0
"CDS Bipin Rawat: Children being radicalised in J-K, isolate them gradually",0
J&K releases five more detainees from MLA hostel,0
Maharashtra government finalises new insurer for cashless health insurance scheme,0
"One-time rebate: Get fitness certificate of commercial vehicles for Rs 1,500",0
"Eknath Shinde, once go to guy in Fadnavis govt, ‘sidelined’ under Uddhav",0
"Internet in Valley: 153 websites on whitelist, social media & news out",0
"Maharashtra govt to seek probe into Digvijay snooping claims, says Anil Deshmukh",0
Kerala Lottery Today Results announced: First Prize worth is Rs 60 lakh,0
CAT allows petition of two IPS officers challenging appointment of Punjab DGP,0
"Who will de-radicalise Akhlaq, Pehlu Khan’s killers, Asaduddin Owaisi asks CDS Gen Bipin Rawat",0
"2012 Delhi gangrape case: Court issues fresh death warrants, convicts to hang on Feb 1",0
FRA in wildlife habitats: Experts express concern at govt haste,0
"Daily briefing: Xi starts Myanmar visit today; Cong corporator threatens metro station staffers, shouts at journalist",0
"SC disposes of plea seeking probe into Kalburgi killing, ‘larger conspiracy’ against rationalists",0
"Jana Sena’s Pawan Kalyan not ‘eligible for politics’, alliance with BJP no threat: YSRCP",0
"MHA forwards mercy plea of 2012 gangrape convict to President, recommends rejection",0
"No doubts on India’s Kashmir approach, S-400 missiles to be delivered by 2025: Russia",0
"India needs structural reforms to boost growth, policymakers should lead way for climate action: UN report",0
SC allows Karti Chidambaram to withdraw Rs 20 Cr deposited for travelling abroad,0
Watch: Kerala journalist manhandled during former DGP Senkumar’s press conference,0
President Kovind rejects mercy plea of 2012 gangrape convict,0
J&K DSP Davinder Singh’s case in NIA care as ‘good as dead’: Rahul Gandhi,0
Amazon plans to create 1 million new jobs in India by 2025,0
"Day after snub to Amazon, Piyush Goyal says ‘all lawful investments’ welcome",0
Joint Select Committee seeks comparative reviews of Privacy Bill,0
Amarinder on CAA: What happened under Hitler is unfolding in India now,0
Shimla: IG Zaidi suspended once again in custodial death case,0
Case against Rajinikanth for ‘defaming’ Periyar,0
"Speaker Rajeev Bindal resigns, set to be Himachal BJP chief",0
Piyush snubbing Bezos will help make India $5 trillion economy: Chidambaram quips,0
"Foreign tourist arrivals up despite travel advisories, attempts to create bad image: Tourism Min",0
SC refuses to entertain plea seeking Bharat Ratna for Mahatma Gandhi,0
Unnao rape case: Delhi HC junks Sengar plea to suspend jail term,0
Jat reservation violence: Khap pardons those involved  in arson at ex-finance minister’s home,0
Delhi confidential: Meeting Marathon,0
Coronavirus outbreak in China: India issues travel advisory,0
"Govt likely to issue EoI, share purchase agreement for Air India within 3-4 days: Official",0
"Victims of terror, riots need Aadhaar to claim govt benefits",0
Need India’s support to provide rails to develop Chabahar Port: Iran Foreign Minister,0
"Evening news briefing: Delhi gangrape convicts to be hanged on Feb 1, Punjab to move SC over CAA; and more",0
‘No interest in politics’: Dec 2012 gangrape victim’s mother on reports of joining Congress,0
Cash recovered from Jalandhar priest: Court frames charges against 11 including 4 former cops,0
In support of CAA: BJP workers in Vadodara send 45k post cards to PM,0
SC refuses to stay annulment of Azam Khan son’s election,0
"Aadhaar, voter ID not proof of citizenship, says Bengal BJP chief",0
CAT sets aside appointment of Punjab DGP,0
"SAD faces crisis as detractors take on Badals, ‘family rule’",0
"Let Hyperloop be implemented abroad first, says Ajit Pawar",0
PM may visit Brussels in March for India-EU summit,0
‘Don’t politicise 2012 Delhi gangrape case’: Kejriwal to Smriti Irani,0
"Gujarat: Will develop Chorwad beach, says CM Vijay Rupani",0
"Detained in Belgaum, says Maharashtra minister; cops deny",0
Bengaluru police arrest six SDPI members for attacking RSS activist who participated in pro-CAA rally,0
"RJD adamant on Tejashwi as CM face, partners want talks",0
‘Missing’ 1993 Mumbai bomb blasts convict nabbed in Kanpur,0
"No merit in Union Territory’s creation in J&K, restore statehood: Ghulam Nabi Azad to Centre",0
"No locust attack in Punjab, but agriculture department on alert",0
"Army has imprint on me, but my role in NBT is to facilitate experts: Lieutenant Colonel Yuvraj Malik",0
Nadda challenge to Rahul: Speak 10 sentences on CAA,0
Quota in Lok Rakshak Dal Recruitment: Women from unreserved groups support GR,0
Gujarat: Sahitya Academy to set up hoardings of 100 litterateurs,0
Bullet train project: SC notice on plea by farmers against land acquisition in Gujarat,0
Misappropriation case: NC leader’s son sent to 7-day police custody,0
PM Modi reviews Namami Gange progress ahead of Yogi’s Ganga Yatra,0
Punjab House accepts privilege report that seeks to punish part-time journalist,0
‘Qawwali nahi chalegi’: Kathak dancer says performance stopped,0
"Chhattisgarh: Ajit Jogi, son booked after help hangs self",0
"After authors, MoS detained at Belgaum, escorted to border",0
Stage set for first operation to give tiger prosthetic limb,0
"Mumbai is the real Maximum City, takes first step to stay open 24×7",0
Vadodara: Four booked for ‘murder’,0
Rajkot: CID files 8 cases against 26 for ‘defrauding’ Kutch co-op bank,0
India can nudge US to revive our n-deal: Iran Foreign Minister,0
Swatantra Dev Singh re-elected as state BJP president unopposed,0
BJP leader Kummanam Rajasekharan moves SC against Kerala CAA plea,0
"At meeting on NPR, Opposition states object to question on place and birth of parents",0
"West Bengal: Civic body elections likely by mid-April, before Ramzan",0
"Kanpur molestation case: Week after ‘attack’ by accused, teenaged victim’s mother dies",0
"Gujarat: Kevadia will grow into a Rs 1 lakh-cr economy, says Union Railway Minister Piyush Goyal",0
"Punjab Assembly goes a step beyond Kerala: Scrap CAA, change NPR forms",0
"CAA rules not in but UP sends out form to identify migrants, list ‘persecution’",0
Ramachandra Guha says Kerala did a disastrous thing by electing Rahul Gandhi; calls Modi ‘self-made’,0
"Akalis tread a middle path: Won’t back NRC, support NPR, demand tweak in CAA resolution",0
"J&K: SMS, voice calls restored on prepaid mobile phones across UT",0
"Did say Rahul Gandhi was a fifth generation dynast, but I said much, much, more: Ramachandra Guha",0
Union Ministers headed to Jammu forced to land in Srinagar due to bad weather,0
"More unemployed, self-employed people committed suicides than farmers in 2018: NCRB data",0
Punjab: Congress slams Centre over ‘divisive politics’,0
"My honour restored, Gupta is no more Punjab police chief: Mustafa",0
"Citizenship isn’t just about rights, but also about duties: CJI Bobde",0
ED attaches Rs 5 cr assets of former UP minister in money laundering case,0
MP ATS detains Maharashtra doctor over suspicious envelopes to Pragya Singh Thakur,0
Kerala Lottery Today Results announced: First prize is worth 1 crore!,0
CPI(M) mouthpiece slams Kerala Governor for ‘threatening in touch language’,0
"Top news today evening: DMK-Cong crisis ends, Shabana Azmi injured in road accident, and more",0
"In bid to woo MSME traders, Jeff Bezos becomes Amazon’s salesman for a day",0
NIA registers case to probe suspended J-K DySP Davinder Singh,0
Protesters release black balloons ahead of Amit Shah’s Hubballi visit,0
‘Independent journalism not about charming govts’: Washington Post’s riposte to BJP leader over Bezos jibe,0
Appointment of HoFF in Punjab: CAT directs state to consider claim of two IFS officers,0
Kiran Mazumdar-Shaw conferred with Australia’s highest civilian honour,0
"Savarkar row: Kalapani convicts who never sought mercy deserve Bharat Ratna, says Congress",0
Amarinder Singh differs: ‘Dinkar Gupta still the Punjab DGP’,0
Here is the full list of 153 websites you can access in Jammu and Kashmir now,0
"No state can deny implementation of CAA, it’s unconstitutional: Congress leader Kapil Sibal",0
"Amid chorus to go solo in 2022 polls, Ashwani Sharma back as Punjab BJP chief",0
"Bajwa asks Captain Amarinder Singh to dismiss AG, he tells him to keep out of govt business",0
Pakistani Hindus living in Jodhpur camps believe Citizenship Act is their passport to future,0
"Behmai massacre case: Original diary missing, court defers verdict",0
"WhatsApp message claims RSS declaring Hindu rashtra, Panchkula police lodges FIR",0
"Those opposing Bharat Ratna for Savarkar should be put in Andaman jail for 2 days, says Sanjay Raut",0
Operation Sahebrao: Procedure to give prosthetic limb to tiger fails due to ‘natural reflex’,0
"CAA: As Uttar Pradesh begins enlisting, cheer in a Pilibhit village",0
"One dead, 3 injured in Surat building collapse",0
Ishrat encounter case: Trial judge transferred,0
"CAA under Union List, states have to implement it: Kerala Governor Arif Khan",0
Those opposing CAA are anti-Dalit: Amit Shah,0
"Tourism project in Himachal hills scales new high, brings jobs, visitors",0
"J&K: Calls, SMS restored on pre-paid cellphone service",0
Bengal governor seeks minister’s apology,0
"POCSO case: Victim’s uncle kills accused, say police",0
"Anti-CAA protest: Sent back from IIT, German student told not to return on current visa",0
"Yogi ex-aide joins SP, Akhilesh says BJP’s days numbered",0
"Not sure if state resolutions on CAA, NPR can stand scrutiny: Jairam Ramesh",0
Hardik Patel arrested for evading sedition case trial,0
Nadda set to lead BJP — under Shah’s shadow,0
CM Rupani: Medical devices manufacturing park to come up in Rajkot,0
Mountain of a Kapala hill,0
"GPCB issues notice, seals Vadodara factory where blast killed six",0
"Surat: CAA is repentance for past sins by some  of our elected leaders, says Union Minister Pratap Chandra Sarangi",0
"Chennai: Anglo-Indian communities stage protest, demand extension of reservation in Parliament",0
NIA takes over probe into DySP Davinder Singh arrest,0
Kerala Guv seeks report from Vijayan govt over CAA suit in SC,0
"Haryana proposes pay parity between HCS, HPS officers",0
"Shirdi bandh: Devotees pour in at Sai Baba temple, shops remain shut amid protests",0
"Former principal secretary to PM, Nripendra Mishra made chairman of NMML executive council",0
"Accidents, suicides claimed lives of 2,200 personnel in 2014-2018 period",0
"If CAA remains on statute book, there will be consequences if not obeyed: Salman Khurshid",0
"RSS believes in Constitution, not any other ‘power center’, says Mohan Bhagwat",0
"Top news today evening: Sheikh Hasina on CAA, India-Australia ODI series finale, and more",0
"Sitharaman: In last 6 yrs, 2,838 Pak refugees, including Muslims, were given citizenship",0
"Internet used to watch dirty films in J&K, says NITI Aayog member",0
India pledges  $50 mn assistance  to Sri Lanka,0
"Amid bandh over Sai Baba birthplace row, Shirdi temple remains open",0
Sanskrit to replace Urdu on railway signboards in Uttarakhand,0
Kerala Lottery Today Results announced: First Prize worth is Rs 70 lakh!,0
"If Jayalalithaa was at helm of affairs in AIADMK today, she wouldn’t have supported CAA: Kanimozhi",0
"Cricketer, editor, MP — Ashwini Kumar Chopra played many innings",0
"Punjab: SAD plans rallies against Congress, picks Dhindsa turf for first show of strength",0
"Kapil Sibal: States can’t say won’t implement CAA, it is not possible, unconstitutional",0
Intellectuals will not be in position to show their faces: Dilip Ghosh warns anti-CAA protesters,0
Gorakhpur expressway to be backbone of development: Yogi,0
"Traffic management: HC wants vehicle number-reading cameras in four months, Chandigarh officials say can’t be done",0
"After Assam NRC ‘fiasco’, Modi govt changed gears and now talking of NPR: Chidambaram",0
NPR nothing but NRC in disguise: Chidambaram,0
Kashmir’s trade body demands removal of NITI Aayog member for ‘dirty films’ remark,0
"Citizenship Act not necessary, CAA, NRC India’s internal matter: Sheikh Hasina",0
States opposing CAA implementation ‘unconstitutional’: Nirmala Sitharaman,0
On the loose: Licensed to Kill,0
CAA falsehoods being spread by keeping women in front: Yogi Adityanath,0
"Facing flak, NITI Aayog member V K Saraswat apologises for ‘dirty films in J&K’ remark",0
Eminent citizens opposing CAA are Mamata Banerjee’s dogs: BJP MP,0
"Committed to NRC, will send back 1 crore illegal Bangladeshis living in Bengal: Dilip Ghosh",0
Kashmiri Pandits observe ‘Holocaust Day’ to mark 30 years of mass exodus from Valley,0
"Kerala mosque hosts Hindu wedding, gets CM Pinarayi pat",0
States can’t be forced to implement CAA until SC verdict: Congress,0
"Anti-CAA protests: Seized blankets from protest site in legal manner, says Lucknow Police",0
Bihar: Kin of 13 held for throwing stones say they are minors,0
"Watch: Deputy Collector thrashes participants at pro-CAA rally in MP, gets assaulted",0
Activist out on bail: Was treated better during Emergency,0
Indian school teacher undergoes treatment for Streptococcal infection in China,0
"India free from polio, then why has govt launched drive against it",0
Chhota Udepur: Man booked for ‘killing’ his wife,0
"Amid CAA row, book on Palkhivala recalls his fight for Constitution",0
"Bihar: ‘Not about religion, protest against bid to create rift’",0
Azam Khan declared absconder for third time in a month,0
"People feel values of Constitution under siege, says Ashwani Kumar",0
Shirdi bandh to be called off after Sunday midnight: Shiv Sena MP,0
"CAA tussle: Won’t remain mute spectator, says Kerala Governor",0
CPM to launch anti-NPR drive,0
"Congress slams govt over economy, asks it to focus on issue of jobs",0
"6-yr-old boy sexually abused, killed in Bharuch, say police",0
Custody death of a 20-year-old is part of cloud over Davinder Singh,0
"General Cariappa in 1971: Scrap Constitution, need military rule",0
Social Mobility Index: India ranks low at 76th place; Denmark tops,0
Haryana: MLA Balraj Kundu threatens to end support to Khattar govt,0
Kerala governor rejects government’s explanation on CAA suit,0
President Kovind will present the Ramnath Goenka Awards for Excellence in Journalism today,0
Sheikh Hasina speaks: Don’t know why India got CAA… not necessary,0
"Anti-CAA-NRC stir: From PhD scholar to homemaker, women lead big protest in Ranchi",0
Kerala state Lottery Today Results announced: First Prize worth is Rs 65 Lakh!,0
J-K: Three Hizbul Mujahideen militants killed in encounter in Shopian,0
Andhra Pradesh Assembly clears proposal for three state capitals,0
"In Kolhapur, citizen groups battle price rise with own mutton shop, trigger shutdown by retailers",0
"SC refuses interim stay on electoral bonds, seeks Centre, EC response within 2 weeks",0
India’s richest 1% hold four times more wealth than 70% of poor: Oxfam,0
Girl to meet PM for Pariksha Pe Charcha on Monday,0
Telangana to try out facial recognition in civic polls,0
Liberal democracy institutions must defend Constitution: Manmohan Singh,0
ED arrests NRI businessman Thampi in PMLA case linked to property deals,0
SC notice to Yogi govt on plea challenging name change of Allahabad to Prayagraj,0
Varanasi: UP ATS arrests man for passing sensitive information to ISI,0
Veteran Congress leader Shamsher Surjewala passes away,0
"1,726 Haryana government officials fail to deposit penalty for not furnishing RTI information",0
"No politics, PM Narendra Modi told J&K-bound ministers",0
Suspect held for Gauri Lankesh killing ordered destruction of weapons,0
JP Nadda elected unopposed as BJP president,0
South India gets its first Sukhoi-30 MKI squadron to keep an eye on Indian Ocean Region,0
Rightful demand of Kashmiri Pundits that they are facilitated to return to their birth place: Naidu,0
"US, Surat businessmen join hands to help laid-off diamond polishers",0
Najeeb Jung on CAA: Include Muslims or remove names of other religions,0
"Evening news briefing: JP Nadda elected BJP President, South India gets its first Sukhoi-30 MKI squadron; and more",0
Delhi gangrape case: SC rejects convict’s plea claiming he was juvenile in 2012,0
"Money in my account, but still can’t pay: Winner of ‘best accessible website’",0
1984 riot case: Senior advocate H S Phoolka receives death threat,0
"Nadda, Modi go back 20 years, his loyalty won Amit Shah over",0
Delhi gangrape case: December 16 convict’s juvenility claim rejected by Supreme Court,0
Women CRPF bikers to make R-Day parade debut with daredevil stunts,0
Vadodara: Eight held for beating up law student outside MSU hostel,0
"No other name, JP Nadda is elected new BJP president",0
"AP Assembly passes Bill to establish three capitals, Chandrababu Naidu detained",0
"Ramnath Goenka Awards highlights: Journalism should be without fear and favour, says President",0
"West Bengal Assembly to pass resolution against CAA, says Mamata Banerjee",0
"Gujarat: 6 persons killed in 2 accidents in Bharuch, Dahod",0
"BJP may face more difficulties, Nadda’s leadership will give us new energy: PM Modi",0
RNG Awards: Full text of President Ram Nath Kovind’s address,0
RNG awards: Here’s the full list of winners,0
"SAD won’t contest Delhi elections amid differences with ally BJP over CAA, NRC",0
J&K DGP echoes Rawat: ‘De-radicalisation centres in Kashmir will be a good move’,0
Congres sets up panels to ensure better govt-party coordination,0
"Muzaffarpur shelter home case: Brajesh Thakur, 18 others convicted by POCSO court",0
"President Kovind at RNG Awards: Journalism must reclaim values of honesty, fairness to remain relevant",0
