text,bad/good
"Interview: It was my bad luck that on 26/11 I was given charge of the control room, says Rakesh Maria",0
IT heat on two Karnataka sugar mills owned by Congress leaders,0
Nagaland: Life crippled by bandh against women quota in civic polls,0
HRD Ministry proposes to set up National Research Foundation,0
No bias in Padma awards: Govt,0
"Meghalaya: PROs, PS appointed by V Shanmuganathan lose jobs",0
"Sonipat: Goons snatch cop’s gun, kill youth",0
"Kerala: Two found dead, woman’s hanging video-recorded",0
Jat quota stir begins today,0
"Demonetisation: Would have resigned on November 8 if I was the FM, says P Chidambaram",0
Sushma Swaraj seeks information from envoy over Indian stranded in Malaysia,0
J&K: 5 soldiers trapped in snow rescued,0
"J&K: Nasir Khalid, 35, a resident of Bandipore, facing power cuts",0
Thousands urge Karnataka govt to make buffalo-racing legal,0
"West Bengal rape case: I ask God to tell the world she was a victim, not a whore, says mother",0
Lit fests as important as investment summits: Prakash Javadekar,0
Digital economy will help cut costs: PM Modi,0
Chhattisgarh ‘Naxal surrenders’: Screening cleared just 3 per cent in 2016,0
"EC writes to govt on Model Code of Conduct, says certain decisions disturb level playing field, check with us",0
"More than 10,000 liquor boxes seized in Punjab",0
Karnataka ex-Chief Minister SM Krishna quits Congress,0
"Demand for Kambala: Hours after protest, Karnataka says will amend law",0
Journalist who witnessed Mahatma Gandhi assassination passes away,0
Event listed on Facebook triggers restrictions in Chennai,0
Jharkhand: 13-yr-old tribal hospitalised after pregnancy complications,0
"Chaos at Vadodara platform: Railways police notice to CPRO, Raees co-producer",0
"Congress doesn’t need mass leaders, only managers: S M Krishna on his resignation",0
Delhi High court sets aside ‘mechanical’ award of maintenance to wife,0
"Smile more, score more: Narendra Modi tells students preparing for exams in ‘Mann ki baat’ radio address",0
"Marriage under Hindu law is ‘sacrament’, not contract: Delhi High Court",0
"Read basic law before filing petitions, Delhi HC tells lawyers ",0
"On 250th birthday, Survey of India wants to shed its cloak of secrecy",0
Rajghat gets a facelift: Bapu quotes can be read on entrances,0
Samajwadi Party opted for ‘lesser evil’ Congress in UP: Azam Khan,0
"Top stories at 9 am, January 29: Trump’s travel ban leaves people in distress, 2016 screening cleared 3% ‘naxal surrenders’ in Chhattisgarh and other news",0
PM Modi to address nation in 28th edition of ‘Mann Ki Baat’ today,0
AAP to launch ‘Azadi Andolan’ tomorrow,0
Srinagar-Jammu National Highway thrown open for one-way traffic,0
"J&K Professor pledges faith in judiciary, SC drops contempt",0
"PM Modi’s Mann ki Baat highlights: Exams are like festivals; if students take pleasure, there will be no pressure",0
Scrapped notes for PM fund from unknown donor leave Vigilance department clueless,0
You should not run after marks but strive to gain knowledge: PM Narendra Modi’s top quotes on Mann ki Baat,0
"Kolkata Literary Festival: Cannot separate students from politics, says Kanhaiya Kumar",0
Delhi court summons IAS officer as accused in graft case,0
MP: 4 get life in jail for activist Shehla Masood’s murder,0
Mumbai IRS scam: ‘Thank you for calling IRS. How can I help you?’,0
Government may make Aadhaar must for rail concession in Budget 2017,0
"INSAT-3DR to map farm fires in Haryana, Punjab",0
IMD plans weather stations in 660 district for better forecast,0
3 names for AIIMS chief post,0
Varanasi stampede: Commission begins second round of inquiry,0
"Jats begin stir in Haryana, demonstrations peaceful",0
Ticketing agents in Kashmir condemn “exorbitant airfare”,0
BJP seeks judicial probe into ‘exodus’ of Hindus from Kashmir,0
NDA ally RPI(A) seeks Ambedkar’s picture on currency note,0
ITC hits out at large graphic warning rule on cigarette packs,0
"Cold wave conditions persist in Himachal Pradesh, fresh snow in higher areas",0
Chhattisgarh: Teenager among two trampled to death by wild elephants,0
"IGI Airport Customs seize 1.08 kg of gold, arrests two women",0
Woman among two Naxals gunned down in Dantewada,0
"Sharp decline in maternal, infant mortality rate: J P Nadda",0
Government to carry out comprehensive census of Gangetic dolphin,0
Two Sri Lankan nationals held with foreign currency at Mumbai airport,0
Modi government must have consulted RSS pracharak on note ban: P Chidambaram,0
China short lists eight names for Mars mission     ,0
Naveen Patnaik’s rejection of Centre’s committee has exposed his double standards: Dharmendra Pradhan,0
CIA assessed Rajiv Gandhi assassination five years before he was killed: Report,0
"Top stories at 4 PM, January 29: Akhilesh-Rahul joint presser, EC notice to Kejriwal and other news",0
PM Narendra Modi asks the youth to spread stories of soldiers’ valour,0
IOC’s Paradip refinery faces withdrawal of fiscal sops,0
JKNPP protests settlement of immigrant Muslims in Jammu,0
Kashmir unrest: ‘As a nation we need to do everything possible…’,0
Alternative voting rights for domestic migrants not possible now: Election Commission,0
"‘India spends less than BRICS, SAARC nations on health, should fix it in Budget’",0
PMO debars senior income tax officer from central deputation,0
"Bihar has shown light on prohibition, de-addiction: Nitish Kumar",0
Jharkhand CM Raghubar Das meets RSS chief Mohan Bhagwat in Jamshedpur,0
Odisha Chief Minister Naveen Patnaik writes to PM Modi over Mahanadi dispute,0
"Was not worth a compounder, ended up as Health Minister: Shatrughan Sinha",0
Over Rs 8 lakh stolen from ATM in east Delhi,0
Ticketing agents in Kashmir condemn ‘exorbitant airfare’,0
Youth stabbed to death with a pair of scissors by barber,0
Sushma Swaraj offers help to nonagenarian woman with visa issues,0
Failure of railway staff biggest cause of accidents: Report,0
"S M Krishna’s resignation unfortunate, says Congress",0
Restrictions on marina beach: Pro-Jallikattu protesters vow to return with new issues,0
Athirappilly hydel power project would not be abandoned: M M Mani,0
Sikhs have made great contributions is safeguarding country’s culture: Raghubar Das,0
India needs practical national security doctrine: Marshal K C Cariappa,0
"Top stories at 8 pm: Roger Federer wins Australian Open, BJP releases Goa manifesto, US tech industry condemns Trump",0
Beating Retreat regales crowd as President Mukherjee takes last buggy ride,0
Rahul Gandhi to appear at Bhiwandi court in RSS defamation case today,0
Best Bakery case accused Ramesh Gohil dies in Mumbai jail,0
"Woman from Mumbai alleges gangrape by 10 men, police form SIT for probe",0
"Gandhinagar: Health workers seek regularisation of services, go on indefinite strike",0
High danger avalanche warning in Kashmir,0
PM Modi calls for complete elimination of leprosy,0
Himachal Pradesh CM launches 1st phase of pulse polio immunisation programme,0
Women seeks DCW help to claim father’s property in Japan,0
Around 195 Naxals surrender in Chhattisgarh,0
"Pataudi gangrape: Have no personal enmity, can think of no suspect, says farm owner",0
Pune: Man held for allegedly ‘sexually abusing’ 12-year-old granddaughter,0
Punjab: Torn pages of Japuji Sahib Gutka found in Lambi,0
People now fear if Devendra Fadnavis has become CM of goons: Uddhav Thackeray,0
"Only six of 55 tea gardens in Dooars have workers with bank accounts, says data",0
‘30 per cent driving licences bogus’: Nitin Gadkari,0
"With ieMalayalam.com, Indian Express Group begins regional foray",0
PM Modi pays tribute to Mahatma Gandhi on 69th death anniversary,0
Delhi Confidential: Keeping Away,0
Swaraj Abhiyan to hold ‘Kisan Sansad’ on budget day,0
House panel to renew focus on OBC vacancies,0
PM Modi’s message to students in Mann Ki Baat: ‘smile more to score more’,0
"With 7 lakh ‘foot-soldiers’, Karni Sena aims to fight distortion of history",0
"Months after leopard was beaten to death, village in Gurgaon continues to live in fear",0
"Haryana: Jat outfits launch fresh quota stir, peace prevails on Day 1",0
Jat agitations: Mobile Internet services blocked in Jhajjar,0
"Eight years after 26/11, security agencies get list of 200 yachts active on Maharashtra coast",0
"Top stories at 9 am, 30th January: Agencies scan Vijay Mallya’s emails, Infosys techie murder, Rahul Gandhi defamation case hearing",0
"Jat agitation: In Gurgaon, over 50 protest peacefully",0
"Gurgaon: Robbers hold eight captive, gangrape two women in Pataudi poultry farm",0
S M Krishna’s parting shot at Congress: Sidelined due to age,0
"West Bengal: To solve land acquisition hurdle, elevated road planned over Barasat stretch of NH-34",0
Classical ‘Yaman’ raga  at 68th Beating Retreat,0
Delhi unit of BJP picks leaders for poll-bound states,0
Bombay HC denies custody of two Chattisgarh girls to brother of one,0
Gender rights activist Trupti Desai to launch campaign for liquor-free Maharashtra,0
Nation remembers Mahatma Gandhi on his 69th death anniversary,0
"Loans to Vijay Mallya granted during UPA rule, Manmohan Singh to blame, alleges BJP",0
"Court comes to rescue of old woman, asks son to vacate house",0
Maharashtra CM Devendra Fadnavis will be ‘sent home’ if he keeps slamming us: Shiv Sena,0
Hearing in RSS defamation case against Rahul Gandhi adjourned till March 3,0
"Once notorious for liquor, this Mizoram village now lives on farming",0
"Asaram Bapu case: Supreme Court denies bail, orders fresh FIR",0
"Assam: Congress, AIUDF disrupt Governor’s speech",0
Centre seeks dismissal of pleas on Judges’ appointment,0
"Pune: Woman techie murdered on Infosys campus, police arrest security guard",0
NCP will never support BJP and compromise on secularism: Sharad Pawar,0
"Rahul Gandhi pays tributes to Mahatama Gandhi, pledges to fight those who seek to ‘destroy’",0
Rahul Gandhi appears in Bhiwandi court in connection with RSS defamation case,0
"28 trains delayed, 10 rescheduled due to heavy fog across north India",0
Kerala government convenes meeting of vice-chancellors,0
Supreme Court to Centre: Issue fresh order on appointment of Enforcement Directorate director,0
Srinagar-Jammu national highway restored for one-way traffic after four days,0
"Hailstorm-hit farmers to get Rs 25,000 assistance from Madhya Pradesh government",0
"Fire companies move Supreme Court, seek modification of ban on sale of firecrackers’ verdict",0
TMC not to attend Centre’s pre Budget all-party meet,0
"Top stories at 2 pm, 30th January: Asaram Bapu bail plea, Quebec mosque shooting, Parrikar does a Kejriwal",0
"Pondy Lt Governor, CM pay homage to Mahatma Gandhi",0
"Trinamool Congress to skip first two days of Budget Session, cites demonetisation as reason",0
"Stone pelting, arson after severed head of calf found in Surat",0
Jharkhand: Elderly couple killed on suspicion of being involved in witchcraft,0
India’s largest LGBT Pride March held in Mumbai,0
Steps taken to prevent spread of swine flu: Puducherry CM V Narayanasamy,0
"Indian economy not in good shape, say Manmohan Singh, P Chidambaram",0
"Coal block scam: Ranjit Sinha seeks relief from CBI probe, Supreme Court turns down plea",0
Ninety-eight doctors terminated for absence from work in 2016: J&K government,0
Income Tax Department begins action under Benami Act; issues 87 notices and attaches 42 assets worth crores,0
"Indian economy not in good shape, says Manmohan Singh; denies helping Vijay Mallya",0
Sena leader questions BJP’s ‘transparency’ in proving majority in house back in 2014,0
Pakistan declines India’s invite to attend Speakers’ Summit,0
Women officers contribute more in Budget making this year,0
"Court summons Arvind Kejriwal, Kirti Azad in defamation plea by DDCA",0
"Delhi: No broken tooth as proof, 7 accused of beating woman walk free",0
Sixty Seven students skip meals prepared by Dalit woman: Headmaster,0
Kambala ban stayed: High Court awaits Supreme Court order on Jallikattu,0
"Tarun Gogoi, Prafulla Mahanta’s NSG cover withdrawn; CRPF tasked to take over",0
"Hit Sanjay Leela Bhansali with shoe, get Rs 10,000: BJP leader",0
CPI(M) MLA walks out from J-K Assembly over Trump’s visa ban,0
